state,party,last_name,user_screen_name,name,gender,state_abbrev,icpsr,born
Tennessee,R,ROE,DrPhilRoe,David P. Roe,male,TN,20947,1945
Texas,D,CASTRO,JoaquinCastrotx,Joaquin Castro,male,TX,21362,1974
Texas,D,CUELLAR,RepCuellar,Henry Cuellar,male,TX,20533,1955
Texas,D,DOGGETT,RepLloydDoggett,Lloyd Doggett,male,TX,29571,1946
Texas,D,GONZALEZ,RepGonzalez,Vicente Gonzalez,male,TX,21722,1967
Texas,D,GREEN,RepAlGreen,Al Green,male,TX,20529,1947
Texas,D,JOHNSON,RepEBJ,Eddie Bernice Johnson,female,TX,39305,1935
Texas,D,LEE,JacksonLeeTX18,Sheila Jackson Lee,female,TX,29573,1950
Texas,D,O'ROURKE,RepBetoORourke,Beto O'Rourke,male,TX,21361,1972
Texas,D,VEASEY,RepVeasey,Marc A. Veasey,male,TX,21365,1971
Texas,D,VELA,RepFilemonVela,Filemon Vela,male,TX,21366,1963
Texas,R,ARRINGTON,RepArrington,Jodey C. Arrington,male,TX,21700,1972
Texas,R,BABIN,RepBrianBabin,Brian Babin,male,TX,21551,1948
Texas,R,BARTON,RepJoeBarton,Joe Barton,male,TX,15085,1949
Texas,R,BRADY,RepKevinBrady,Kevin Brady,male,TX,29760,1955
Texas,R,BURGESS,michaelcburgess,Michael C. Burgess,male,TX,20355,1950
Texas,R,CARTER,JudgeCarter,John R. Carter,male,TX,20356,1941
Texas,R,CONAWAY,ConawayTX11,K. Michael Conaway,male,TX,20531,1948
Texas,R,FARENTHOLD,farenthold,Blake Farenthold,male,TX,21184,1961
Texas,R,GOHMERT,replouiegohmert,Louie Gohmert,male,TX,20527,1953
Texas,R,GRANGER,RepKayGranger,Kay Granger,female,TX,29762,1943
Texas,R,HENSARLING,RepHensarling,Jeb Hensarling,male,TX,20352,1957
Texas,R,HURD,WillHurd,Will Hurd,male,TX,21550,1977
Texas,R,JOHNSON,SamsPressShop,Sam Johnson,male,TX,29143,1930
Texas,R,MARCHANT,RepKenMarchant,Kenny Marchant,male,TX,20532,1951
Texas,R,MCCAUL,RepMcCaul,Michael T. McCaul,male,TX,20530,1962
Texas,R,OLSON,RepPeteOlson,Pete Olson,male,TX,20948,1962
Texas,R,POE,JudgeTedPoe,Ted Poe,male,TX,20528,1948
Texas,R,SESSIONS,PeteSessions,Pete Sessions,male,TX,29759,1955
Texas,R,THORNBERRY,MacTXPress,Mac Thornberry,male,TX,29572,1958
Texas,R,WEBER,TXRandy14,"Randy K. Weber, Sr.",male,TX,21360,1953
Texas,R,WILLIAMS,RepRWilliams,Roger Williams,male,TX,21364,1949
Utah,R,CHAFFETZ,jasoninthehouse,Jason Chaffetz,male,UT,20949,1967
Utah,R,STEWART,RepChrisStewart,Chris Stewart,male,UT,21367,1960
Vermont,D,WELCH,PeterWelch,Peter Welch,male,VT,20750,1947
Virginia,D,BEYER,RepDonBeyer,"Donald S. Beyer, Jr.",male,VA,21554,1950
Virginia,D,CONNOLLY,GerryConnolly,Gerald E. Connolly,male,VA,20952,1950
Virginia,D,MCEACHIN,RepMcEachin,A. Donald McEachin,male,VA,21736,1961
Virginia,D,SCOTT,BobbyScott,"Robert C. ""Bobby"" Scott",male,VA,39307,1947
Virginia,R,COMSTOCK,RepComstock,Barbara Comstock,female,VA,21555,1959
Virginia,R,GARRETT,RepTomGarrett,"Thomas A. Garrett, Jr.",male,VA,21721,1972
Virginia,R,GOODLATTE,RepGoodlatte,Bob Goodlatte,male,VA,39308,1952
Virginia,R,GRIFFITH,RepMGriffith,H. Morgan Griffith,male,VA,21191,1958
Virginia,R,TAYLOR,Scotttaylorva,Scott Taylor,male,VA,21748,1979
Virginia,R,WITTMAN,RobWittman,Robert J. Wittman,male,VA,20756,1959
Washington,D,DELBENE,RepDelBene,Suzan K. DelBene,female,WA,31101,1962
Washington,D,HECK,LtGovDennyHeck,Denny Heck,male,WA,21369,1952
Washington,D,JAYAPAL,RepJayapal,Pramila Jayapal,female,WA,21726,1965
Washington,D,KILMER,RepDerekKilmer,Derek Kilmer,male,WA,21368,1974
Washington,D,LARSEN,RepRickLarsen,Rick Larsen,male,WA,20145,1965
Washington,D,SMITH,RepAdamSmith,Adam Smith,male,WA,29768,1965
Washington,R,BEUTLER,HerreraBeutler,Jaime Herrera Beutler,female,WA,21187,1978
Washington,R,NEWHOUSE,RepNewhouse,Dan Newhouse,male,WA,21556,1955
Washington,R,RODGERS,cathymcmorris,Cathy McMorris Rodgers,female,WA,20535,1969
West Virginia,R,MCKINLEY,RepMcKinley,David B. McKinley,male,WV,21188,1947
West Virginia,R,MOONEY,RepAlexMooney,Alexander X. Mooney,male,WV,21557,1971
Wisconsin,D,KIND,RepRonKind,Ron Kind,male,WI,29769,1963
Wisconsin,D,MOORE,RepGwenMoore,Gwen Moore,female,WI,20537,1951
Wisconsin,D,POCAN,RepMarkPocan,Mark Pocan,male,WI,21370,1964
Wisconsin,R,DUFFY,SeanDuffyWI,Sean P. Duffy,male,WI,21189,1971
Wisconsin,R,GALLAGHER,RepGallagher,Mike Gallagher,male,WI,21720,1984
Wisconsin,R,GROTHMAN,RepGrothman,Glenn Grothman,male,WI,21559,1955
Wisconsin,R,RYAN,SpeakerRyan,Paul D. Ryan,male,WI,29939,1970
Puerto Rico,R,gonzalez-colon,RepJenniffer,Jenniffer Gonzalez-Colon,female,PR,21992,1976
United States Virgin Islands,D,plaskett,StaceyPlaskett,Stacey E. Plaskett,female,VI,21994,1966
